# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_3_prime_UTR_variant	variants_effect_5_prime_UTR_premature_start_codon_gain_variant	variants_effect_5_prime_UTR_variant	variants_effect_conservative_inframe_deletion	variants_effect_conservative_inframe_insertion	variants_effect_disruptive_inframe_deletion	variants_effect_downstream_gene_variant	variants_effect_frameshift_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_splice_acceptor_variant	variants_effect_splice_donor_variant	variants_effect_splice_region_variant	variants_effect_start_lost	variants_effect_stop_gained	variants_effect_stop_lost	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
FAM92A1	ENSG00000188343	ENST00000423990	protein_coding	0	0	0	6	0	0	0	0	0	0	4	0	2	0	0	0	0	0	0	0	0	0	0
FAM92A1	ENSG00000188343	ENST00000452913	nonsense_mediated_decay	0	0	0	6	0	0	0	0	0	0	4	0	2	0	0	0	0	0	0	0	0	0	0
FAM92A1	ENSG00000188343	ENST00000517718	protein_coding	0	0	0	6	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	2
FAM92A1	ENSG00000188343	ENST00000518116	nonsense_mediated_decay	0	0	0	7	0	0	0	0	0	0	5	0	2	0	0	0	0	0	0	0	0	0	0
FAM92A1	ENSG00000188343	ENST00000518322	protein_coding	0	0	0	7	0	0	0	0	0	0	5	0	2	0	0	0	0	0	0	0	0	0	0
FAM92A1	ENSG00000188343	ENST00000518829	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
FAM92A1	ENSG00000188343	ENST00000519135	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
FAM92A1	ENSG00000188343	ENST00000520363	processed_transcript	0	0	0	4	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0
FAM92A1	ENSG00000188343	ENST00000520937	nonsense_mediated_decay	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
FAM92A1	ENSG00000188343	ENST00000520955	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
FAM92A1	ENSG00000188343	ENST00000521641	protein_coding	0	0	0	6	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	2
FAM92A1	ENSG00000188343	ENST00000522324	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
FAM92A1	ENSG00000188343	ENST00000522803	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
FAM92A1	ENSG00000188343	ENST00000523453	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
FAM92A1	ENSG00000188343	ENST00000523475	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
FAM92A1	ENSG00000188343	ENST00000523577	retained_intron	0	0	0	7	0	0	0	0	0	0	5	0	2	0	0	0	0	0	0	0	0	0	0
FBXL6	ENSG00000182325	ENST00000331890	protein_coding	0	2	0	11	0	0	0	0	0	0	4	0	8	0	0	0	0	2	0	0	0	0	1
FBXL6	ENSG00000182325	ENST00000455319	protein_coding	0	2	0	11	0	0	0	0	0	0	4	0	8	0	0	0	0	2	0	0	0	0	1
FBXL6	ENSG00000182325	ENST00000524492	retained_intron	0	2	0	11	0	0	0	0	0	0	4	0	5	0	3	0	0	2	0	0	0	0	1
FBXL6	ENSG00000182325	ENST00000524909	processed_transcript	0	2	0	11	0	0	0	0	0	0	4	0	5	0	0	0	0	2	0	0	0	0	4
FBXL6	ENSG00000182325	ENST00000526524	processed_transcript	0	2	0	11	0	0	0	0	0	0	4	0	5	0	0	0	0	2	0	0	0	0	4
FBXL6	ENSG00000182325	ENST00000527000	processed_transcript	0	2	0	11	0	0	0	0	0	0	4	0	5	0	0	0	0	2	0	0	0	0	4
FBXL6	ENSG00000182325	ENST00000529279	retained_intron	0	0	0	13	0	0	0	0	0	0	9	0	0	0	3	0	0	0	0	0	0	0	1
FBXL6	ENSG00000182325	ENST00000530142	retained_intron	0	2	0	11	0	0	0	0	0	0	4	0	5	0	4	0	0	2	0	0	0	0	0
FBXL6	ENSG00000182325	ENST00000530687	processed_transcript	0	0	0	13	0	0	0	0	0	0	10	0	2	0	0	0	0	0	0	0	0	0	1
FBXO16	ENSG00000214050	ENST00000346498	protein_coding	0	0	3	11	1	0	0	0	0	0	0	0	10	3	0	0	0	0	0	0	0	0	0
FBXO16	ENSG00000214050	ENST00000380254	protein_coding	0	0	2	12	2	0	0	0	0	0	0	0	10	2	0	0	0	0	0	0	0	0	0
FBXO16	ENSG00000214050	ENST00000517436	processed_transcript	0	0	0	7	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0
FBXO16	ENSG00000214050	ENST00000517673	protein_coding	0	0	0	7	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0
FBXO16	ENSG00000214050	ENST00000518016	retained_intron	0	0	0	3	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0
FBXO16	ENSG00000214050	ENST00000518248	protein_coding	0	0	0	8	2	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0
FBXO16	ENSG00000214050	ENST00000518734	protein_coding	0	0	2	12	1	0	0	0	0	0	1	0	10	2	0	0	0	0	0	0	0	0	0
FBXO16	ENSG00000214050	ENST00000519471	protein_coding	0	0	0	5	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	3
FBXO16	ENSG00000214050	ENST00000520481	retained_intron	0	0	0	5	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	1
FBXO16	ENSG00000214050	ENST00000521548	nonsense_mediated_decay	0	0	0	24	2	0	0	0	0	0	4	0	14	0	4	0	0	0	0	0	0	0	0
FBXO16	ENSG00000214050	ENST00000522609	retained_intron	0	0	0	5	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	1
FBXO25	ENSG00000147364	ENST00000276326	protein_coding	0	0	2	12	3	0	0	0	0	0	0	0	8	2	0	0	0	0	0	0	0	0	1
FBXO25	ENSG00000147364	ENST00000350302	protein_coding	0	1	2	12	2	1	1	0	0	0	1	0	8	2	0	0	0	0	0	0	0	0	0
FBXO25	ENSG00000147364	ENST00000352684	protein_coding	0	2	0	14	3	2	3	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0
FBXO25	ENSG00000147364	ENST00000382824	protein_coding	0	1	0	13	0	1	2	0	0	0	3	0	7	0	0	0	0	0	0	0	0	0	1
FBXO25	ENSG00000147364	ENST00000517464	retained_intron	0	0	0	6	0	0	0	0	0	0	3	0	2	0	1	0	0	0	0	0	0	0	0
FBXO25	ENSG00000147364	ENST00000518240	protein_coding	0	0	2	3	0	0	0	0	0	0	0	0	3	2	0	0	0	0	0	0	0	0	0
FBXO25	ENSG00000147364	ENST00000519274	nonsense_mediated_decay	0	0	0	4	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1
FBXO25	ENSG00000147364	ENST00000519376	processed_transcript	0	0	0	6	0	0	0	0	0	0	3	0	3	0	0	0	0	0	0	0	0	0	0
FBXO25	ENSG00000147364	ENST00000524015	retained_intron	0	0	0	5	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	2
FBXO25	ENSG00000147364	ENST00000524125	processed_transcript	0	0	0	5	0	0	0	0	0	0	1	0	3	0	1	0	0	0	0	0	0	0	0
FBXO32	ENSG00000156804	ENST00000287396	retained_intron	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
FBXO32	ENSG00000156804	ENST00000443022	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
FBXO32	ENSG00000156804	ENST00000517956	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
FBXO32	ENSG00000156804	ENST00000521719	retained_intron	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
FBXO43	ENSG00000156509	ENST00000428847	protein_coding	0	1	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0
FBXO43	ENSG00000156509	ENST00000517806	nonsense_mediated_decay	0	0	0	4	1	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0
FBXO43	ENSG00000156509	ENST00000520987	retained_intron	0	0	0	3	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0
FDFT1	ENSG00000079459	ENST00000220584	protein_coding	0	1	0	15	1	0	0	0	0	0	4	0	10	0	0	0	0	0	0	0	0	1	0
FDFT1	ENSG00000079459	ENST00000443614	protein_coding	0	1	0	14	0	0	0	0	0	0	4	0	10	0	0	0	0	0	0	0	0	1	0
FDFT1	ENSG00000079459	ENST00000446331	processed_transcript	0	0	0	16	0	0	0	0	0	0	4	0	10	0	2	0	0	0	0	0	0	0	0
FDFT1	ENSG00000079459	ENST00000525283	nonsense_mediated_decay	0	0	0	11	1	0	0	0	0	0	1	0	8	0	1	0	0	0	0	0	0	0	0
FDFT1	ENSG00000079459	ENST00000525571	processed_transcript	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
FDFT1	ENSG00000079459	ENST00000525607	nonsense_mediated_decay	0	0	0	17	1	0	0	0	0	0	5	0	10	0	1	0	0	0	0	0	0	0	0
FDFT1	ENSG00000079459	ENST00000525777	protein_coding	0	1	0	14	0	0	0	0	0	0	4	0	5	0	0	0	0	0	0	0	0	1	5
FDFT1	ENSG00000079459	ENST00000525900	protein_coding	0	1	0	15	1	0	0	0	0	0	4	0	10	0	0	0	0	0	0	0	0	1	0
FDFT1	ENSG00000079459	ENST00000525954	retained_intron	0	0	0	16	0	0	0	0	0	0	4	0	8	0	4	0	0	0	0	0	0	0	0
FDFT1	ENSG00000079459	ENST00000527045	retained_intron	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
FDFT1	ENSG00000079459	ENST00000528643	protein_coding	0	1	0	15	1	0	0	0	0	0	4	0	5	0	0	0	0	0	0	0	0	1	5
FDFT1	ENSG00000079459	ENST00000528729	retained_intron	0	0	0	5	0	0	0	0	0	0	1	0	3	0	1	0	0	0	0	0	0	0	0
FDFT1	ENSG00000079459	ENST00000528812	protein_coding	0	1	0	15	1	0	0	0	0	0	4	0	10	0	0	0	0	0	0	0	0	1	0
FDFT1	ENSG00000079459	ENST00000529464	nonsense_mediated_decay	0	0	0	11	1	0	0	0	0	0	1	0	8	0	1	0	0	0	0	0	0	0	0
FDFT1	ENSG00000079459	ENST00000529521	retained_intron	0	0	0	5	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	3
FDFT1	ENSG00000079459	ENST00000530337	protein_coding	0	0	0	8	0	0	0	0	0	0	3	0	5	0	0	0	0	0	0	0	0	0	0
FDFT1	ENSG00000079459	ENST00000530664	protein_coding	0	1	0	15	0	0	0	0	0	0	5	0	10	0	0	0	0	0	0	0	0	1	0
FDFT1	ENSG00000079459	ENST00000531249	retained_intron	0	0	0	9	0	0	0	0	0	0	3	0	4	0	2	0	0	0	0	0	0	0	0
FDFT1	ENSG00000079459	ENST00000531733	retained_intron	0	0	0	5	0	0	0	0	0	0	0	0	3	0	2	0	0	0	0	0	0	0	0
FDFT1	ENSG00000079459	ENST00000532266	nonsense_mediated_decay	0	0	0	11	1	0	0	0	0	0	2	0	5	0	1	0	0	0	0	0	0	0	2
FDFT1	ENSG00000079459	ENST00000538689	protein_coding	0	1	0	15	1	0	0	0	0	0	4	0	10	0	0	0	0	0	0	0	0	1	0
FER1L6	ENSG00000214814	ENST00000399018	protein_coding	0	6	1	29	2	0	0	0	0	0	0	0	27	1	0	0	0	1	0	0	0	6	0
FER1L6	ENSG00000214814	ENST00000522917	protein_coding	0	6	1	29	2	0	0	0	0	0	0	0	27	1	0	0	0	1	0	0	0	6	0
FER1L6-AS1	ENSG00000181171	ENST00000518567	antisense	0	0	0	9	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0
FER1L6-AS2	ENSG00000253868	ENST00000520031	antisense	0	0	0	23	0	0	0	0	0	0	0	0	21	0	2	0	0	0	0	0	0	0	0
FER1L6-AS2	ENSG00000253868	ENST00000601180	antisense	0	0	0	8	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	4
FGF17	ENSG00000158815	ENST00000359441	protein_coding	0	0	0	3	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0
FGF17	ENSG00000158815	ENST00000518533	protein_coding	0	0	0	3	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0
FGF17	ENSG00000158815	ENST00000521709	processed_transcript	0	0	0	2	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0
FGF17	ENSG00000158815	ENST00000524314	retained_intron	0	0	0	3	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0
FGF20	ENSG00000078579	ENST00000180166	protein_coding	0	1	0	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
FGF20	ENSG00000078579	ENST00000519941	protein_coding	0	0	0	4	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1
FGFR1	ENSG00000077782	ENST00000326324	protein_coding	0	1	0	2	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
FGFR1	ENSG00000077782	ENST00000335922	protein_coding	0	1	0	2	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
FGFR1	ENSG00000077782	ENST00000341462	protein_coding	0	1	0	2	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
FGFR1	ENSG00000077782	ENST00000356207	protein_coding	0	1	0	2	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
FGFR1	ENSG00000077782	ENST00000397090	retained_intron	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
FGFR1	ENSG00000077782	ENST00000397091	protein_coding	0	1	0	2	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
FGFR1	ENSG00000077782	ENST00000397103	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
FGFR1	ENSG00000077782	ENST00000397108	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
FGFR1	ENSG00000077782	ENST00000397113	protein_coding	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
FGFR1	ENSG00000077782	ENST00000413133	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
FGFR1	ENSG00000077782	ENST00000425967	protein_coding	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
FGFR1	ENSG00000077782	ENST00000434187	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
FGFR1	ENSG00000077782	ENST00000447712	protein_coding	0	1	0	2	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
FGFR1	ENSG00000077782	ENST00000470826	retained_intron	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
FGFR1	ENSG00000077782	ENST00000480571	processed_transcript	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
FGFR1	ENSG00000077782	ENST00000496296	retained_intron	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
FGFR1	ENSG00000077782	ENST00000496629	processed_transcript	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
FGFR1	ENSG00000077782	ENST00000525001	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
FGFR1	ENSG00000077782	ENST00000526570	retained_intron	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
FGFR1	ENSG00000077782	ENST00000526688	processed_transcript	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
FGFR1	ENSG00000077782	ENST00000526742	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
FGFR1	ENSG00000077782	ENST00000529552	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
FGFR1	ENSG00000077782	ENST00000530568	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
FGFR1	ENSG00000077782	ENST00000532791	protein_coding	0	1	0	2	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
FGFR1	ENSG00000077782	ENST00000533668	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
FGL1	ENSG00000104760	ENST00000381840	protein_coding	0	0	4	18	2	0	0	0	0	0	1	0	15	4	0	0	0	0	0	0	0	0	0
FGL1	ENSG00000104760	ENST00000381841	protein_coding	0	0	4	18	2	0	0	0	0	0	1	0	15	4	0	0	0	0	0	0	0	0	0
FGL1	ENSG00000104760	ENST00000398054	protein_coding	0	0	4	18	2	0	0	0	0	0	1	0	15	4	0	0	0	0	0	0	0	0	0
FGL1	ENSG00000104760	ENST00000398056	protein_coding	0	0	4	18	2	0	0	0	0	0	1	0	15	4	0	0	0	0	0	0	0	0	0
FGL1	ENSG00000104760	ENST00000427924	protein_coding	0	0	4	18	2	0	0	0	0	0	1	0	15	4	0	0	0	0	0	0	0	0	0
FGL1	ENSG00000104760	ENST00000518650	protein_coding	0	0	4	18	0	0	0	0	0	0	3	0	13	4	0	0	0	0	0	0	0	0	2
FGL1	ENSG00000104760	ENST00000518769	retained_intron	1	0	0	10	0	0	0	0	0	0	7	0	3	0	1	1	0	0	0	0	0	0	0
FGL1	ENSG00000104760	ENST00000519055	retained_intron	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
FGL1	ENSG00000104760	ENST00000522444	protein_coding	0	1	4	16	2	1	1	0	0	0	1	0	12	4	0	0	0	0	0	0	0	0	0
FGL1	ENSG00000104760	ENST00000522636	retained_intron	0	0	0	11	0	0	0	0	0	0	3	0	6	0	2	0	0	0	0	0	0	0	0
FGL1	ENSG00000104760	ENST00000523097	retained_intron	0	0	0	20	0	0	0	0	0	0	3	0	6	0	4	0	0	0	0	0	0	0	7
FNTA	ENSG00000168522	ENST00000533559	processed_transcript	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
FOXH1	ENSG00000160973	ENST00000377317	protein_coding	0	1	0	3	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
FOXH1	ENSG00000160973	ENST00000525197	processed_transcript	0	0	0	3	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1
FP15737	ENSG00000215298	ENST00000399967	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
FSBP	ENSG00000265817	ENST00000517506	nonsense_mediated_decay	0	0	0	8	1	0	0	0	0	0	0	0	6	0	1	0	0	0	0	0	0	0	0
FTH1P11	ENSG00000237264	ENST00000517577	processed_pseudogene	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
FUT10	ENSG00000172728	ENST00000327671	protein_coding	0	4	1	14	6	1	3	0	0	0	2	0	3	1	0	0	0	0	0	0	0	3	0
FUT10	ENSG00000172728	ENST00000335589	protein_coding	0	2	1	6	0	0	1	0	0	0	0	0	3	1	0	0	0	0	0	0	0	2	2
FUT10	ENSG00000172728	ENST00000416169	retained_intron	0	0	0	6	0	0	0	0	0	0	0	0	3	0	1	0	0	0	0	0	0	0	2
FUT10	ENSG00000172728	ENST00000517891	processed_transcript	0	0	0	9	0	0	0	0	0	0	8	0	0	0	1	0	0	0	0	0	0	0	0
FUT10	ENSG00000172728	ENST00000517942	processed_transcript	0	0	0	12	0	0	0	0	0	0	5	0	3	0	4	0	0	0	0	0	0	0	0
FUT10	ENSG00000172728	ENST00000518076	processed_transcript	0	0	0	4	0	0	0	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0
FUT10	ENSG00000172728	ENST00000518672	protein_coding	0	3	1	10	4	0	0	0	0	0	4	0	2	1	0	0	0	0	0	0	0	3	0
FUT10	ENSG00000172728	ENST00000519440	processed_transcript	0	0	0	9	0	0	0	0	0	0	5	0	3	0	1	0	0	0	0	0	0	0	0
FUT10	ENSG00000172728	ENST00000520503	processed_transcript	0	0	0	6	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	3
FUT10	ENSG00000172728	ENST00000520767	retained_intron	0	0	0	9	0	0	0	0	0	0	0	0	3	0	4	0	0	0	0	0	0	0	2
FUT10	ENSG00000172728	ENST00000520935	retained_intron	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
FUT10	ENSG00000172728	ENST00000524021	protein_coding	0	3	1	14	2	0	1	0	0	0	6	0	3	1	0	0	0	0	0	0	0	3	2
FZD3	ENSG00000104290	ENST00000240093	protein_coding	0	1	0	4	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1
FZD3	ENSG00000104290	ENST00000517911	processed_transcript	0	0	0	2	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0
FZD3	ENSG00000104290	ENST00000523546	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
FZD3	ENSG00000104290	ENST00000537916	protein_coding	0	1	0	4	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	1
FZD6	ENSG00000164930	ENST00000358755	protein_coding	0	0	0	8	5	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
FZD6	ENSG00000164930	ENST00000519011	nonsense_mediated_decay	0	0	0	10	2	0	0	0	0	0	3	0	3	0	2	0	0	0	0	0	0	0	0
FZD6	ENSG00000164930	ENST00000521195	nonsense_mediated_decay	0	0	0	10	2	0	0	0	0	0	3	0	3	0	2	0	0	0	0	0	0	0	0
FZD6	ENSG00000164930	ENST00000522484	nonsense_mediated_decay	0	0	0	13	5	0	0	0	0	0	0	0	3	0	5	0	0	0	0	0	0	0	0
FZD6	ENSG00000164930	ENST00000522566	protein_coding	0	0	0	8	5	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
FZD6	ENSG00000164930	ENST00000523739	protein_coding	0	0	0	8	2	0	0	0	0	0	3	0	3	0	0	0	0	0	0	0	0	0	0
FZD6	ENSG00000164930	ENST00000523933	nonsense_mediated_decay	0	0	0	8	0	0	0	0	0	0	5	0	3	0	0	0	0	0	0	0	0	0	0
FZD6	ENSG00000164930	ENST00000540287	protein_coding	0	0	0	8	2	0	0	0	0	0	3	0	3	0	0	0	0	0	0	0	0	0	0
GATA4	ENSG00000136574	ENST00000335135	protein_coding	0	2	1	16	5	1	1	0	0	0	0	0	11	1	0	0	0	1	0	0	0	0	0
GATA4	ENSG00000136574	ENST00000526021	retained_intron	0	0	0	14	0	0	0	0	0	0	5	0	3	0	5	0	0	0	0	0	0	0	1
GATA4	ENSG00000136574	ENST00000526716	protein_coding	0	2	1	16	0	1	1	0	0	0	8	0	8	1	0	0	0	1	0	0	0	0	0
GATA4	ENSG00000136574	ENST00000526974	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
GATA4	ENSG00000136574	ENST00000528027	protein_coding	0	1	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	1
GATA4	ENSG00000136574	ENST00000528712	protein_coding	0	0	1	17	5	0	0	0	0	0	0	0	12	1	0	0	0	0	0	0	0	0	0
GATA4	ENSG00000136574	ENST00000532059	protein_coding	0	0	1	17	0	0	0	0	0	0	5	0	9	1	0	0	0	0	0	0	0	0	3
GATA4	ENSG00000136574	ENST00000532977	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
GDAP1	ENSG00000104381	ENST00000220822	protein_coding	0	2	0	9	3	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	2	1
GDAP1	ENSG00000104381	ENST00000434412	protein_coding	0	1	0	10	0	0	0	0	0	0	3	0	6	0	0	0	0	0	0	0	0	1	1
GDAP1	ENSG00000104381	ENST00000520797	processed_transcript	0	0	0	11	0	0	0	0	0	0	3	0	7	0	1	0	0	0	0	0	0	0	0
GDAP1	ENSG00000104381	ENST00000521096	processed_transcript	0	0	0	11	0	0	0	0	0	0	3	0	7	0	1	0	0	0	0	0	0	0	0
GDAP1	ENSG00000104381	ENST00000522568	nonsense_mediated_decay	0	0	0	12	1	0	0	0	0	0	3	0	5	0	2	0	0	0	0	0	0	0	1
GDAP1	ENSG00000104381	ENST00000523640	processed_transcript	0	0	0	9	0	0	0	0	0	0	4	0	3	0	1	0	0	0	0	0	0	0	1
GDAP1	ENSG00000104381	ENST00000524195	processed_transcript	0	0	0	8	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	4
GDAP1	ENSG00000104381	ENST00000524366	processed_transcript	0	0	0	11	0	0	0	0	0	0	3	0	5	0	2	0	0	0	0	0	0	0	1
GDF6	ENSG00000156466	ENST00000287020	protein_coding	0	0	0	2	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
GEM	ENSG00000164949	ENST00000297596	protein_coding	0	0	0	5	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GEM	ENSG00000164949	ENST00000396194	protein_coding	0	0	0	5	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GFRA2	ENSG00000168546	ENST00000306793	nonsense_mediated_decay	0	0	0	7	2	0	1	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0
GFRA2	ENSG00000168546	ENST00000400782	protein_coding	0	0	1	3	1	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0
GFRA2	ENSG00000168546	ENST00000517328	protein_coding	0	0	1	3	1	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0
GFRA2	ENSG00000168546	ENST00000517892	protein_coding	0	0	1	3	0	0	1	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0
GFRA2	ENSG00000168546	ENST00000518077	protein_coding	0	0	1	3	1	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0
GFRA2	ENSG00000168546	ENST00000519195	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
GFRA2	ENSG00000168546	ENST00000520676	processed_transcript	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
GFRA2	ENSG00000168546	ENST00000522071	protein_coding	0	0	0	2	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0
GFRA2	ENSG00000168546	ENST00000524240	protein_coding	0	0	1	3	1	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0
GGH	ENSG00000137563	ENST00000260118	protein_coding	0	0	3	11	1	0	1	0	0	0	0	0	9	3	0	0	0	0	0	0	0	0	0
